,place_name,price_usd_per_m2,surface_total_in_m2,lat,lon,floor,rooms,description,title,avenida,amenities,balcon,gimnasio,SUM,cochera,parrilla,pileta,patio,terraza,lavadero,Belgrano,Nuñez,Palermo,Palermo Hollywood,Recoleta,surface_total_in_m2_2,distancia_obelisco,habitaciones
24347,Belgrano,3288.4615384615386,52.0,-34.5620844,-58.4566864,,3.0,"ESLOVENIA Y AV LUIS MARIA CAMPOS Excelente edificio en pozo sobre lote de 30 mts de frente en esquina. Proyecto de Camps Tiscornia. Amenities. Todas las unidades apaisadas con living y comedor al frente, ventanales de piso a techo, excelentes vistas y terminaciones. EMPLAZADO EN PLENO BARRIO DE CAÑITAS Y CON HERMOSA VISTA A TODO EL VERDE DEL REGIMIENTO DE GRANADEROS ENTREGA JULIO 2019 UNIDADES DE 1, 2 Y 3 AMB DESDE U$S 85.300 FINANCIACION ESPECIFICACIONES TECNICAS UNIDADES 1)TERMINACIONES A)Muros:Paredes divisorias entre departamentos de ladrillo macizo común (opc 1), o con el sistema constructivo de placa de roca de yeso (opc 2). Los tabiques interiores serán de mampostería de ladrillo hueco, o con el sistema constructivo de placa de roca de yeso. En caso de utilizar el sistema constructivo de placa de roca de yeso, se utilizara una aplicación en todo el espesor del tabique de una Aislación Celulósica Proyectada (ACP). Paredes exteriores en hormigón a la vista, revestimiento interior aislante en placa de roca.B)Revoques:Revoque impermeable grueso y fino en las paredes exteriores seg doc.Los cielorrasos suspendidos serán con placa de durlock.Cantoneras metálicas en esquinas y buñas en cielorrasos.C)Revestimientos:Los baños irán con revestimiento hasta un mínimo de 2,10 m. de altura con un porcellanato de marca reconocida.D)Pisos:Estar-comedor, Paso, Dormitorios y cocinas: Carpeta de alisado de cemento (30 mm.) apto para recibir piso flotante de madera o alfombra. Baños con piso de porcellanato de marca reconocida.2)CARPINTERIAS     Carpintería de PVC o aluminio Aluar línea A-30 Módena 3)CARPINTERIAS DE MADERAPuertas placas interiores con tablero de 6mm en cada cara.Herrajes de bronce terminación platil.Muebles bajo mesada enchapados en laminado plástico.Frentes de placard corredizos con estructura de aluminio, o con hojas de abrir en MDF para pintar. No se entrega interiores de placards.4)INSTALACION SANITARIALa distribución de agua fría y caliente se materializará con cañerías marca “Acqua System”, “Saladillo Hidro 3” o similar.El agua caliente será suministrada por un termotanque eléctrico individual de 125 litros. Para los desagües se utilizará el sistema “Awaduct” o similar y los mismos se realizarán suspendidos bajo losa. Llaves de paso cromadas para agua fría y caliente en los locales sanitarios y cocina.5)ARTEFACTOS SANITARIOSArtefactos Ferrum, línea “Bari” o similar.Bachas de baño de apoyar “Decca Piazza L73” o similarPileta de cocina de acero inoxidable “Mi Pileta” o similar.Accesorios Ottone, línea “Basic” o similar.6)GRIFERÍASCocinas: Monocomando “Soal” de Hydros o similar.Baños: “Novara” de Hydros o similar.7)CALEFACCIÓN / AIRE ACONDICIONADOEn cuanto a la instalación termomecánica será resuelta con equipos frio calor tipo split para los ambientes principales –uno por unidad- con las condensadoras correspondientes ubicadas en los balcones. No se proveen equipos8)INSTALACION ELECTRICAPara la instalación eléctrica cada unidad contará con un tablero principal con disyuntor diferencial y llaves termomagneticas correspondientes.  Circuitos independientes con sus respectivas llaves y tomas serán de la línea “Sica Life” o similar.Telefonía y televisión en ambientes principales.Portero eléctrico.9)MARMOLERÍAMesadas de mármol blanco o granito negro en cocinas.En baños mesadas de mármol o similar.10)PINTURAParedes y cielorrasos: no incluida.11)ASCENSORAscensores de primera línea, frecuencia variable.Cabina de acero inoxidable con capacidad para 4 personas.Puertas automáticas en todos los niveles.12)ARTEFACTO DE COCINAAnafe eléctrico de dos hornallas “Domec” o similar.ESPECIFICACIONES TECNICAS ESPACIOS COMUNES1)PLANTA BAJAA)Revestimientos:Sector ascensores con frentes revestidos en madera y/o porcellanato y/o revestimiento metálico tipo Alucobond o similar.Puertas de ascensor en acero inoxidable.      Revestimiento paredes en marmetas y/o porcellanato o similarB)Pisos:      Porcellanato con guarda y narices en mármol y/o acero inoxidable.2)PALIERES DE PISOA)Paredes: Empapelado o pintado con zocalo de MDF B)Pisos:Porcellanto o similar 3)TERRAZA El edificio contará con una terraza descubierta de uso común, con una pileta y      sector de parrilla ubicados en el ultimo piso.El piso de del área pileta será tipo Travertilit o similar, mientras que el sector parrilla será en porcellanato o similar.Pileta revestida en venecita o pintada con aquavations y con sistema de filtrado incorporado.4)SUBSUELOEl edificio contará además con un espacio para lavadero común ubicado en el primer subsuelo.",ESLOVENIA ESQUINA AV. LUIS MARIA CAMPOS,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,2704.0,8713.730783967952,
24348,Belgrano,3325.0,40.0,-34.5620844,-58.4566864,,2.0,"ESLOVENIA Y AV LUIS MARIA CAMPOS Excelente edificio en pozo sobre lote de 30 mts de frente en esquina. Proyecto de Camps Tiscornia. Amenities. Todas las unidades apaisadas con living y comedor al frente, ventanales de piso a techo, excelentes vistas y terminaciones. EMPLAZADO EN PLENO BARRIO DE CAÑITAS Y CON HERMOSA VISTA A TODO EL VERDE DEL REGIMIENTO DE GRANADEROS ENTREGA JULIO 2019 UNIDADES DE 1, 2 Y 3 AMB DESDE U$S 85.300 FINANCIACION ESPECIFICACIONES TECNICAS UNIDADES 1)TERMINACIONES A)Muros:Paredes divisorias entre departamentos de ladrillo macizo común (opc 1), o con el sistema constructivo de placa de roca de yeso (opc 2). Los tabiques interiores serán de mampostería de ladrillo hueco, o con el sistema constructivo de placa de roca de yeso. En caso de utilizar el sistema constructivo de placa de roca de yeso, se utilizara una aplicación en todo el espesor del tabique de una Aislación Celulósica Proyectada (ACP). Paredes exteriores en hormigón a la vista, revestimiento interior aislante en placa de roca.B)Revoques:Revoque impermeable grueso y fino en las paredes exteriores seg doc.Los cielorrasos suspendidos serán con placa de durlock.Cantoneras metálicas en esquinas y buñas en cielorrasos.C)Revestimientos:Los baños irán con revestimiento hasta un mínimo de 2,10 m. de altura con un porcellanato de marca reconocida.D)Pisos:Estar-comedor, Paso, Dormitorios y cocinas: Carpeta de alisado de cemento (30 mm.) apto para recibir piso flotante de madera o alfombra. Baños con piso de porcellanato de marca reconocida.2)CARPINTERIAS     Carpintería de PVC o aluminio Aluar línea A-30 Módena 3)CARPINTERIAS DE MADERAPuertas placas interiores con tablero de 6mm en cada cara.Herrajes de bronce terminación platil.Muebles bajo mesada enchapados en laminado plástico.Frentes de placard corredizos con estructura de aluminio, o con hojas de abrir en MDF para pintar. No se entrega interiores de placards.4)INSTALACION SANITARIALa distribución de agua fría y caliente se materializará con cañerías marca “Acqua System”, “Saladillo Hidro 3” o similar.El agua caliente será suministrada por un termotanque eléctrico individual de 125 litros. Para los desagües se utilizará el sistema “Awaduct” o similar y los mismos se realizarán suspendidos bajo losa. Llaves de paso cromadas para agua fría y caliente en los locales sanitarios y cocina.5)ARTEFACTOS SANITARIOSArtefactos Ferrum, línea “Bari” o similar.Bachas de baño de apoyar “Decca Piazza L73” o similarPileta de cocina de acero inoxidable “Mi Pileta” o similar.Accesorios Ottone, línea “Basic” o similar.6)GRIFERÍASCocinas: Monocomando “Soal” de Hydros o similar.Baños: “Novara” de Hydros o similar.7)CALEFACCIÓN / AIRE ACONDICIONADOEn cuanto a la instalación termomecánica será resuelta con equipos frio calor tipo split para los ambientes principales –uno por unidad- con las condensadoras correspondientes ubicadas en los balcones. No se proveen equipos8)INSTALACION ELECTRICAPara la instalación eléctrica cada unidad contará con un tablero principal con disyuntor diferencial y llaves termomagneticas correspondientes.  Circuitos independientes con sus respectivas llaves y tomas serán de la línea “Sica Life” o similar.Telefonía y televisión en ambientes principales.Portero eléctrico.9)MARMOLERÍAMesadas de mármol blanco o granito negro en cocinas.En baños mesadas de mármol o similar.10)PINTURAParedes y cielorrasos: no incluida.11)ASCENSORAscensores de primera línea, frecuencia variable.Cabina de acero inoxidable con capacidad para 4 personas.Puertas automáticas en todos los niveles.12)ARTEFACTO DE COCINAAnafe eléctrico de dos hornallas “Domec” o similar.ESPECIFICACIONES TECNICAS ESPACIOS COMUNES1)PLANTA BAJAA)Revestimientos:Sector ascensores con frentes revestidos en madera y/o porcellanato y/o revestimiento metálico tipo Alucobond o similar.Puertas de ascensor en acero inoxidable.      Revestimiento paredes en marmetas y/o porcellanato o similarB)Pisos:      Porcellanato con guarda y narices en mármol y/o acero inoxidable.2)PALIERES DE PISOA)Paredes: Empapelado o pintado con zocalo de MDF B)Pisos:Porcellanto o similar 3)TERRAZA El edificio contará con una terraza descubierta de uso común, con una pileta y      sector de parrilla ubicados en el ultimo piso.El piso de del área pileta será tipo Travertilit o similar, mientras que el sector parrilla será en porcellanato o similar.Pileta revestida en venecita o pintada con aquavations y con sistema de filtrado incorporado.4)SUBSUELOEl edificio contará además con un espacio para lavadero común ubicado en el primer subsuelo.",ESLOVENIA ESQ AV. LUIS MARIA CAMPOS,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1600.0,8713.730783967952,
24366,Recoleta,3878.3783783783783,37.0,-34.5873394,-58.396633400000006,,1.0,"Hermoso Monoambiente/Estudio a Estrenar en una espectacular ubicación ( a metros de Av. las Heras, Subte H, Complejo Village, Centro Comercial Recoleta, etc.), contrafrente, muy luminoso, apto profesional, AA y detalles de categoría. Digno de Ver y comprar para vivir, invertir o trabajar!!",Monoambiente/Estudio a Estrenar en Inmejorable Ubicación!!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.0,1932.625081609737,
24375,Palermo,2337.3493975903616,83.0,-34.5822745692,-58.4202635767,,3.0,"Muy buen departamento.  Semipiso al frente sobre Gurruchaga.  Palier semiprivado. 1 ascensor tipo jaula.  Hall de recepción. Living con chimenea, comedor sectorizado.  Dormitorio principal al frente con balcón.  2º dormitorio interno. 1 baño completo.  Amplia cocina y lavadero con despensa separado. Pisos de pinotea.  Excelente carpintería. Techos altos con molduras.  De época. Calefacción individual por estufa de tiro balanceado y aire acondicionado frío-calor.  Agua caliente individual por calefón. Bajas expensas.  Muy luminoso.Orozco Gonzalez PazCPI 2895Tel. 48074973Tel. 1540839654",Edificio antiguo frente al Botánico,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6889.0,4488.8431569319955,
24378,Barrio Norte,5339.805825242718,103.0,-34.5895459,-58.39736360000001,,3.0,"CONTACTO ROMINA TACCARI 15  **EXCEPCIONAL PROPIEDAD DE 3 AMB EN TORRE DECO*** ***1 COCHERAY BAULERA*** P ***PRIMERA CATEGORÍA EN BARRIO NORTE CON AMPLIOS ESPACIOS VERDES*** ***DISEÑO Y TERMINACIONES UNICAS*** LOS MEJORES AMENITIES: SALÓN DE FIESTAS, SALÓN PARA BAR CON SERVICIO EXCLUSIVO Y PARQUE PRIVADO, SALA DE DEGUSTACION Y GUARDA DE VINOS Y HABANOS, MICROCINE, SALÓN DE JUEGOS PARA ADULTOS Y NIÑOS, JUEGOS EXTERIORES PARA NIÑOS, SECTOR DE PARRILLAS, EXCELENTE SPA Y HEALTH CLUB, GIMNASIO, PISCINA CLIMATIZADA DESCUBIERTA CON SOLARIUM, WI FI EN ESPACIOS COMUNES, ASCENSOR EXCLUSIVO PARA AMENITIES, SERVICIO DE VALET, ÁREA DE LAVADO DE AUTOS, LAUNDRY, COCHERAS DE CORTESIA. SEGURIDAD LAS 24 HS. SUPERFICIE CUBIERTA 83,06 M2 SUPERFICIE DESCUBIERTA 25,01 M2 BAULERA 2 M2 AMENITIES 14,15 M2",TORRE DECO - Austria 1900 - EXCELENTE UNIDAD EN TORRE DECO 3 AMB CON COCHERA,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,10609.0,1945.1549889119344,
24379,Recoleta,4444.444444444444,720.0,-34.5895459,-58.39736360000001,,7.0,"CONTACTO ROMINA TACCARI 15  ***EXCEPCIONAL PROPIEDAD DE 7 AMB C/DEPENDENCIA EN TORRE DECO*** 720 M2 3 COCHERAS CUENTA CON 6 DORMITORIOS (5 EN SUITE) ,MAS OFICINA Y PLAYROOM CON BAÑO. ***PRIMERA CATEGORÍA EN BARRIO NORTE CON AMPLIOS ESPACIOS VERDES*** ***DISEÑO Y TERMINACIONES UNICAS*** LOS MEJORES AMENITIES: SALÓN DE FIESTAS, SALÓN PARA BAR CON SERVICIO EXCLUSIVO Y PARQUE PRIVADO, SALA DE DEGUSTACION Y GUARDA DE VINOS Y HABANOS, MICROCINE, SALÓN DE JUEGOS PARA ADULTOS Y NIÑOS, JUEGOS EXTERIORES PARA NIÑOS, SECTOR DE PARRILLAS, EXCELENTE SPA Y HEALTH CLUB, GIMNASIO, PISCINA CLIMATIZADA DESCUBIERTA CON SOLARIUM, WI FI EN ESPACIOS COMUNES, ASCENSOR EXCLUSIVO PARA AMENITIES, SERVICIO DE VALET, ÁREA DE LAVADO DE AUTOS, LAUNDRY, COCHERAS DE CORTESÍA, SEGURIDAD 24 HS ",PISO 7 AMB C/DEP Y 3 COCH EN TORRE DECO AUSTRIA Y BERUTI,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,518400.0,1945.1549889119344,
24380,Barrio Norte,5277.777777777777,180.0,-34.5895459,-58.39736360000001,,4.0,"CONTACTO MARTIN PINUS 15- ***EXCEPCIONAL PROPIEDAD DE 4 AMB C/DEPENDENCIA Y COCHERA EN TORRE DECO*** PISO ALTISIMO CON VISTA A RIO Y URUGUAY ***PRIMERA CATEGORÍA EN BARRIO NORTE CON AMPLIOS ESPACIOS VERDES*** ***DISEÑO Y TERMINACIONES UNICAS*** ENTREGA OCTUBRE 2015 LOS MEJORES AMENITIES: SALÓN DE FIESTAS, SALÓN PARA BAR CON SERVICIO EXCLUSIVO Y PARQUE PRIVADO, SALA DE DEGUSTACION Y GUARDA DE VINOS Y HABANOS, MICROCINE, SALÓN DE JUEGOS PARA ADULTOS Y NIÑOS, JUEGOS EXTERIORES PARA NIÑOS, SECTOR DE PARRILLAS, EXCELENTE SPA Y HEALTH CLUB, GIMNASIO, PISCINA CLIMATIZADA DESCUBIERTA CON SOLARIUM, WI FI EN ESPACIOS COMUNES, ASCENSOR EXCLUSIVO PARA AMENITIES, SERVICIO DE VALET, ÁREA DE LAVADO DE AUTOS, LAUNDRY, COCHERAS DE CORTESÍA, SEGURIDAD 24 HS SUPERFICIE CUBIERTA 155,50 M2 SUPERFICIE DESCUBIERTA 8,85 M2 BAULERA 2 M2 AMENITIES 17,73 M2",TORRE DECO - Austria 1900 - PISO ALTISIMO VISTA A RIO Y URUGUAY,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,32400.0,1945.1549889119344,
24395,Barrio Norte,4075.2351097178694,319.0,-34.585885,-58.3989703,,4.0,Piso con terminaciones en marmolTal cual las fotos y el videococheras Vig 24hsDuplex con ascensor propio,Galileo y Guido LA ISLA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101761.0,2201.4972281387136,
24431,Belgrano,4270.27027027027,185.0,-34.5699598,-58.4347443,,3.0,"Dúplex, piso alto,  super luminoso, muy moderno, con terraza propia. Primer nivel: gran balcón aterrazado corrido,  hall, living comedor, escritorio,  dos dormitorios (uno en suite con vestidor)  toilette de recepción, dos baños completos, cocina (todo eléctrico) anafe superficie de vitrocerámica, con desayunador, lavadero, dependencias. Puerta blindada. Segundo nivel terraza propia con parrilla, y gran quincho totalmente equipado con cocina propia y estar. El edificio cuenta con piscina climatizada y solarium en planta baja, sauna, gran SUM y parrilla, gym, hidromasaje y laundry. Entrada táctil al edificio, vigilancia. Dos cocheras fijas, una al lado de la otra.",Baez y Matienzo,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,34225.0,6243.275393666511,
24614,Belgrano,3061.5384615384614,65.0,-34.5634297,-58.4671017,,3.0,"""COMPLEJO ERRE FULL AMENITIES"" Se trata de un conjunto formado por 3 edificios con planta baja común, local comercial, 9 pisos altos sobre Av. Monroe, 4 pisos altos sobre calle Freire y 4 pisos altos sobre calle Blanco Encalada. 2 subsuelos para estacionamiento propio, locales de servicios generales, hall de acceso peatonal único, jardín con piscina en planta baja y terraza jardín con amenities en terraza sobre Av. Monroe. El conjunto se organiza mediante tres núcleos de circulaciones verticales independientes que conectan las unidades de uso flexible con el lobby de acceso, cocheras y demás áreas comunes.Características generales del conjuntoPlanta Baja Hall de acceso peatonal único sobre la calle Freire y vehicular sobre las calles Freire y Blanco Encalada. Lobby de entrada a cada conjunto con frente vidriado, puerta de acceso, piso de mármol, granito natural o porcelanato y revestimientos de acero inoxidable, espejo, mármol o madera. Accesos a estacionamientos.Regulador y medidor de gas.Vivienda de encargado Local comercial sobre Av. Monroe con entrepiso.Acceso para discapacitados en cumplimiento con la ley de ""Accesibilidad Física para Todos"". Se preverán los siguientes servicios sin provisión de equipamiento:•Control de accesos y circuito cerrado de CCTV. •Servicio de recepción en casilla de guardia.•Servicio de telefonía interna directa desde cada unidad hacia el puesto de control y áreas comunes. •Sistema de detección de incendio reglamentario. Baterías de ascensores con cabinas revestidas en acero inoxidable y espejo de amplias dimensiones, con botonera digital e indicador de piso en cabina y planta principal. Puertas automáticas de acero inoxidable en Planta Baja de los 3 edificios.Subsuelos Estacionamiento. Recintos para medidores eléctricos.Tanques de reserva e incendio.Sala para compactador. Sala para ayudante de portería con sanitarios. Cámara transformadora de compañía prestadora de energía eléctrica (sujeto a aprobación de factibilidad).Sistema de ventilación mecánica y renovación de aire reglamentario en estacionamiento. Baño en estacionamiento.Laundry Sistemas de instalaciones del conjuntoInstalación Termomecánica Agua caliente central. Acondicionamiento de aire mediante equipos frío-calor del tipo split (monoambientes) o multisplit (unidades de 3 y 4 ambientes) según balance térmico de cada unidad, con pases previstos en estructura a tales efectos. La provisión e instalación de los equipos de aire no está contemplado en el presupuesto estimado en el anexo nro. 3.Las cocheras contarán con la ventilación mecánica reglamentaria.Instalación Eléctrica Cañería y cables reglamentarios, doble circuito eléctrico por unidad separando el circuito de tomas con el de iluminación, tablero con llaves térmicas y disyuntor diferencial. Luminarias instaladas en áreas comunes (hall de entrada, escaleras, balcones, palieres, salas de máquinas y estacionamiento)Módulos eléctricos SICA ó equivalente.Instalación Sanitaria Desagües cloacales en cañería de polipropileno y hierro fundido donde resulte necesario. Cañerías de distribución en polipropileno termofusión. Cañerías montantes y colectores termofusión. Cañerías de ventilaciones en PVC. Los desagües de piso de los estacionamientos, los cuales se encuentran bajo el nivel del predio y los sanitarios del subsuelo, concurrirán a pozo de bombeo cloacal.Se preverán los desagües para las unidades evaporadoras y condensadores de los equipos de aire acondicionado.Los desagües pluviales se dimensionarán de acuerdo a las últimas pluviometrías registradas, por lo cual se maximizarán los requerimientos normativos.Telefonía, Televisión y DatosProvisión de canalización vacía para todo el edificio con cañería instalada de TV hasta tablero de cada unidad funcional, cableado interno a cargo de los usuarios según sus necesidades. Canalización y cajas para TE y TV por cable en todas las unidades.Detección, alarma y extinción de incendios Sistema de detección de humo y avisadores manuales en cocheras, palieres y salas de máquinas, conectados con central de alarmas (sin provisión de elementos, detectores ni equipos).Sistema contra incendio reglamentario.Grupo electrógenoPrevisión de espacio para alojamiento y canalizaciones sin cables, para la conexión futura de Grupo electrógeno sobre terraza de edificio Monroe. (Equipo no provisto).Sub-estación transformadora de Edenor. (Según requerimiento)Cámara que entregará energía en Baja tensión a la sala de medidores eléctricos.Ascensores Ascensores de amplias dimensiones, de reconocida marca, con velocidad según cálculo tráfico vertical. Cabina revestida en acero inoxidable y espejo de amplias dimensiones, con botonera digital con indicador en cabina y planta baja. Puertas automáticas de acero inoxidable en planta baja y cabinas.Carpintería de madera Puertas de acceso a las unidades. Puertas interiores placa para pintar.Marcos en chapa doblada para pintar. Herrajes y pomelas de primera calidad.Carpintería exterior Puertas ventana corredizas de aluminio anodizado con vidrio laminado de seguridad donde corresponda y espesores según calculo.  Terminaciones generalesPlanta Baja Lobby de acceso con piso de mármol, granito natural o porcelanato, con frente vidriado y con revestimientos de acero inoxidable, espejo, mármol o madera. Piso de acceso vehicular y veredas en baldosones graníticos o similar y piedras naturales. Baterías de ascensores con frente de Acero Inoxidable, con botonera digital e indicador. Cielorrasos exteriores armados de placas cementicias.Artefactos de iluminación de embutir de línea moderna.Local ComercialCarpeta de cemento preparada para recibir piso a proveer y colocar por el comprador.Cerramiento vidriado sobre frente.Baranda en entrepiso con altura reglamentaria de tubos de aluminio o hierro según proyecto.Cielorraso de hormigón visto. Cielorraso de placas de roca de yeso donde corresponda.Paramentos de mampostería con terminación en yeso sin pintura.Baños con piso y paredes de cerámica esmaltada. Griferías FV o equivalente. Artefactos Roca, Ferrum ó equivalente.Escaleras principales Pisos y escalones de alisado de cemento, con nariz metálica. Muros pintados con látex.Baranda metálica con pasamano.Subsuelos Piso de cemento alisado rodillado con endurecedor, topes de autos y líneas demarcatorias amarillas. Zócalo de 1.20m de altura en látex color a definir, área superior y cielorraso en látex. En locales de servicio, piso de cerámica esmaltada y/o cemento rodillado y paredes interiores revocadas y pintadas con látex. Puertas interiores de subsuelos en chapa doblada pintada F30 o F60 según planos de instalación contra incendio. Palier principal Piso de piedras naturales o porcelanato con diseño a definir. Paredes con terminación de yeso pintado al látex.Unidades funcionales Carpeta de cemento preparado para recibir alfombra o piso flotante a proveer y colocar por el comprador. Paramentos de mampostería con terminación de yeso.Pintura de obra. Blanqueado de las superficies con 2 manos sin acabado.Cielorraso de hormigón vistoFrentes de PlacardsBañosPiso y paredes de porcelanato o cerámica esmaltada. Griferías FV o equivalente. Artefactos Roca, Ferrum ó equivalente.Mesada de granito y bacha de losa marca Ferrum ó equivalente ó vanitory marca Ferrum ó equivalente.Cielorraso de placas de roca de yeso.CocinasPiso y revestimiento de porcelanato o cerámica esmaltada. Mesada de granito a definir. Mueble bajo mesada. Cielorraso de placas de roca de yeso donde corresponda.Pileta en acero inoxidable. Anafe de placa eléctrico doble en monoambientes y cuádruple en departamentos de 2 ó más ambientes.Horno eléctrico en unidades de 2 ó más ambientes.Grifería monocomando FV o equivalente.BalconesPiso cerámico Baranda con altura reglamentaria de vidrio de seguridad y tubos de aluminio o hierro según proyecto.Pasamanos de aluminio o hierro según proyecto.Generales Estructura de hormigón armado con tabiques exteriores protegidos con aislamiento térmico tipo Calibel o equivalente donde corresponda. Tabiques interiores de ladrillo cerámico con terminación de yeso, o con sistema de placa de roca de yeso. Cielorrasos aplicados de yeso y armados de placa de roca de yeso donde corresponda.Amenities Planta Baja:- Piscina con revestimiento tipo venecita o equivalente y deck perimetral de madera dura, y terraza jardínAmenities 10º Piso edificio Monroe:- Sector gimnasio, spinning, microcine y SUM con piso de madera a definir.- Sector terraza con deck de madera dura, hidromasaje y jardinería perimetral.Nota: Se deja constancia que las marcas especificadas son indicativas y podrán ser reemplazadas por otra de calidad equivalente. El Fiduciario se reserva el derecho de introducir los cambios que considere necesario para mantener la calidad general del conjunto.Nota2: Se deja constancia que los propietarios de las unidades MJ201 y MJ601, tendrán posibilidad de elegir si la unidad se les entrega con el muro divisorio entre dormitorio y estar principal, según línea de puntos del plano adjunto del anexo I, sin costo adicional..Edificio MonroePiso 1º al 9ºUnidades monoambientes, 2 ambientes, 3 ambientes y 4 ambientes.AzoteaTerraza Jardín con amenities comunes a los 3 edificios Sala de máquinas de ascensores.Espacio para grupo electrógeno (sin provisión de Grupo Electrógeno) para todo el conjunto. Edificio FreirePisos 1º a 3ºUnidades de 3 y 4 ambientes.AzoteaTerrazas de uso privativo de unidades de 3º pisoSala de maquinas de ascensores. Edificio Blanco EncaladaPisos 1º a 3ºUnidades de 3 y 4 ambientes.AzoteaTerrazas de uso privativo de unidades de 3º pisoSala de maquinas de ascensores.",Complejo Erre Venta 3 amb Freire 2443 no apto credito,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,4225.0,9813.748383884416,
